Comments,Date,Favorites,User,Polarity,Sentiment
#OnlineBanking -  Yako Microfinance Bank's #Online #Banking #Services Account and experience total control and conv… https://t.co/sygFvMhlaS,3/19/2018 5:21,0,YakoMicrofinance,0,neutral
RT @TribuneBiz: Microfinance banks crucial for economic growth https://t.co/oM3wN3fUbN https://t.co/x0xVkJg2HS,3/19/2018 5:21,0,The Express Tribune,0.1,positive
Microfinance banks crucial for economic growth https://t.co/oM3wN3fUbN https://t.co/x0xVkJg2HS,3/19/2018 5:21,4,Tribune Business,0.1,positive
We're fortunate to have dedicated employees like Thanuja. She has been with us from the inception of the Beliatta B… https://t.co/NmnPaW3Cfg,3/19/2018 5:20,4,Prosperous Capital and Credit Limited,0.4,positive
#MobileBanking -  Yako Microfinance is the #Mobile #Banking service to do financial transaction remotely from anywh… https://t.co/QZtoamYp40,3/19/2018 5:18,0,YakoMicrofinance,-0.05,negative
#Fixed #Deposit - Open #Fixed #Deposit and get good returns on  interest rate offered by #Yako #Microfinance Bank.… https://t.co/uKUKeXOz6c,3/19/2018 5:10,1,YakoMicrofinance,0.225,positive
Microfinance banks crucial for economic growth - The Express Tribune https://t.co/Cf9pyTWo8R,3/19/2018 4:48,0,?????????????News,0.1,positive
"RT @Kiva: Looking to take the next step in your career? We're looking for people who are passionate about poverty alleviation, flexible, ad…",3/19/2018 4:39,0,David Nzioka,-0.025,negative
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/19/2018 4:31,0,PRATS,0.325,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 4:22,0,Matt,0,neutral
"RT @Kiva: Looking to take the next step in your career? We're looking for people who are passionate about poverty alleviation, flexible, ad…",3/19/2018 4:07,0,Kendra Thorogood,-0.025,negative
china made spying drones | Microfinance Monitor https://t.co/9HGqIOJWTj,3/19/2018 4:04,0,Buy A Drone,0,neutral
Help women go beyond #microfinance! #InvestforHer with @IIXglobal https://t.co/Vz35UU6wNR,3/19/2018 3:18,1,angela ng,0,neutral
Rosellon (Philippine Institute For Development Studies): People in provinces access credit via cooperatives and microfinance NGOs,3/19/2018 3:00,0,ANC On the Money,0,neutral
"Shu Wong get his first loan in life thanks to @Baobab_Group Sichuan. He was unbanked before.
With his #microcredit… https://t.co/BlqR1VHJWE",3/19/2018 2:50,3,Alain Levy,0.225,positive
Scaling Speckle: Hackathon with @NAB and Good Sheperd Microfinance #WeAreNexus #Hackathon https://t.co/q1SNQVibPP,3/19/2018 2:31,2,NEXUS Australia,0.7,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/19/2018 2:06,0,Beena Varshney,0.325,positive
"€30m EIF boost to benefit 2,100 Irish micro-entrepreneurs https://t.co/Fx0nxFYfmg #IrishTech",3/19/2018 1:58,0,Plus10,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 1:29,0,namnam,0,neutral
Representation of Telenor Microfinance Bank is to educate beneficiaries about how they can be benefited from their… https://t.co/GlVPz1V3Y0,3/19/2018 1:00,5,Women Can Do,0,neutral
Microfinance research has over and over that getting credit to people who would otherwise have none transforms live… https://t.co/uM2wv6TqIO,3/19/2018 0:51,1,Sara Blask,0,neutral
#Microfinance gives Women and Men access to credit when traditional banks don't. #FinancialInclusion #empowerment https://t.co/mJauOQHcOf,3/19/2018 0:48,3,kleosMFG,0,neutral
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/19/2018 0:00,0,Ram Nivas Yadav,0.325,positive
@shyamsek Builder is atleast a rich guys. How about lending to poor @24% interest by microfinance cos. Expecting re… https://t.co/z1b5TRW7Gh,3/18/2018 23:50,1,Gautham Polisetty,-0.0125,negative
@Thomas1774Paine you should also check her connection to @Kiva microfinance platform. Something stinks there that s… https://t.co/eJjTxenYyn,3/18/2018 23:22,0,Caffeinated Math ??,-0.6,negative
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 22:39,0,Prisca,0,neutral
IT Service Manager Job Opportunity - BRAC Uganda Microfinance Ltd https://t.co/O79m15FZHx,3/18/2018 22:24,0,UgandanJobline,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 22:19,0,Olayinka Adeoye,0,neutral
RT @Kiva: Build your career in #microfinance &amp; #intldev as a Kiva Fellow! Come travel the world &amp; have an impact with Kiva. Applications op…,3/18/2018 22:08,0,RICARDO GARCIA,0,neutral
"RT @Kiva: Looking to take the next step in your career? We're looking for people who are passionate about poverty alleviation, flexible, ad…",3/18/2018 22:06,0,RICARDO GARCIA,-0.025,negative
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 22:06,0,kuranga Abdulazeez,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 21:52,0,Uniport Graduate,0,neutral
Microfinance Bank Job for Senior Auditor https://t.co/ib9qiWHYns #microfinancebankjobs,3/18/2018 21:52,0,Job Informant,0,neutral
To get a loan in @LpesaICO Microfinance  you will only need a phone! This will be an excellent opportunity for busi… https://t.co/Zka2eZG0Kh,3/18/2018 21:44,1,Ruzaev Anton,0.5,positive
"Lakot Caroline, Uganda. #Microfinance #RuralWomen #Africa https://t.co/RM03J46Uau",3/18/2018 21:40,2,kleosMFG,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/18/2018 21:22,0,priya joseph,0,neutral
RT @AishaIBabangida: Check out this interesting take from #HarvardBusinessReview on how we can make #microfinance more effective: https://t…,3/18/2018 21:11,0,Abdul-kabir Abdul,0.533333333,positive
"RT @Impulseur227: J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît à sa m…",3/18/2018 21:08,0,Tamimoudari Noma,0,neutral
Microfinance in focus.. https://t.co/aGDUc6MLek,3/18/2018 20:53,0,NewsBoss.in,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 20:34,0,dami,0,neutral
La société de microfinance ASUSU SA spécialisée dans l’épargne et crédit défraie la chronique depuis la semaine... https://t.co/inqUFcvjtF,3/18/2018 20:28,2,Niger Inter,0,neutral
"RT @BLNEWS: En privilégiant la dimension éthique de son offre, dont l’investissement socialement responsable fait partie à côté de la #micr…",3/18/2018 20:22,0,Sophie Pytel-Sahel,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 20:22,0,Miss CHEEKAH OCT10?,0,neutral
"RT @Impulseur227: J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît à sa m…",3/18/2018 20:10,0,Dine Issa. H ??,0,neutral
"RT @Impulseur227: J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît à sa m…",3/18/2018 20:08,0,Idrissa Hima,0,neutral
"RT @Impulseur227: J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît à sa m…",3/18/2018 20:08,0,Abdou sani Mounkaila,0,neutral
"J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît… https://t.co/YpQVaew7xx",3/18/2018 20:07,32,Ibrahim Tanimoune,0,neutral
https://t.co/vaMl5FBHjv,3/18/2018 19:59,0,Irene Kojich,0,neutral
RT @ChiefJefree: Most men nowadays are single cause they don't want to be in a relationship in which they are treated as if they are a bank…,3/18/2018 19:55,0,Wuod Akenya©,0.214285714,positive
Most men nowadays are single cause they don't want to be in a relationship in which they are treated as if they are… https://t.co/9Rn9Y2Cq2k,3/18/2018 19:41,0,Jeffrey,0.214285714,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 19:15,0,JAY KANT MISHRA,0.325,positive
Microfinance Islamique : Yaye Fatou Diagne nommée à la tête du Promise - https://t.co/MLQfgG3cwJ,3/18/2018 19:09,1,SeneJournal,0,neutral
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 19:03,0,ravi singh,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:56,0,Kanchan Dwivedi,0.325,positive
"@Noahpinion Well, so far I've tried *Cure malaria *fund microfinance *vote for politicians that will act on climate… https://t.co/l3BVdGc6ro",3/18/2018 18:34,1,Becca??,0.1,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:29,0,Lava agarwal,0.325,positive
Is Investing in a Microfinance Business a Good Idea? – Investment Watch Blog https://t.co/1l54YWKEFD,3/18/2018 18:27,2,James Franklin,0.7,positive
"RT @RTNBurundi: #Burundi @P_Nyabenda invite aussi les femmes de Bubanza d'ouvrir les comptes dans la microfinance ""Tujane Microfinance"" qui…",3/18/2018 18:26,0,Me M.Martin,0,neutral
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:20,0,Pranjal ??,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:16,0,Aneesh Kumar,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:14,0,Navneet Kumar Singh,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:14,0,Saravanan Shanmugam,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:14,0,MOHIT GULATI,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:13,0,????? Upadhyay ??,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:12,0,Himanshu Kumar,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:10,0,Susanta Kar,0.325,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 18:09,0,Sanju Verma,0.325,positive
"https://t.co/fWAaism75r - new crypto-platform for smart contracts, microfinance and IoT. Telegram channel: deltaico… https://t.co/zOyx37sRp7",3/18/2018 17:51,0,Delta,0.175324675,positive
RT @Sanju_Verma_: Response to #BandhanBank's IPO proves that RBI's decision to give a full fledged banking license to a microfinance entity…,3/18/2018 17:42,0,AjayPremKaushalParek,0.325,positive
"In Guatemala, Maria Pu is receives the loan and training needed to expand her tomato farm. In Colorado, Matthew and… https://t.co/Co5SbQIbK6",3/18/2018 17:40,4,Friendship Bridge,0,neutral
"@Di_magination Also, companies that provide B2B products/services may be in more than one industry, e.g., an accoun… https://t.co/PY5YK9Peuf",3/18/2018 17:39,0,The Seeker,0.5,positive
"RT @hultprize: Kisan Kiosk is mobile, solar-powered shop that brings information to people. It eliminates the trouble to travel for miles t…",3/18/2018 17:24,0,nikhil mukkawar,-0.2,negative
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 17:23,0,Your Dream,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 16:57,0,Okoli Chuks,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 16:50,0,Etimbuk,0,neutral
"Microfinance Organization NRSP / UPAP Jobs 2018 Vacancies Advertisement Latest
KITAB NAGAR QASIM ROAD BWN:0345-7341424",3/18/2018 16:43,0,kitabnagar,0.5,positive
"Microfinance helps to make a small difference, if you're into that kind of thing. 17th loan just made &amp; STILL no ba… https://t.co/Fm9V3b6oaP",3/18/2018 16:20,0,russell watkins,0.175,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 15:53,0,emmy,0,neutral
Senior Auditor at a Microfinance Bank - Oscar Temple https://t.co/U4ZBz1xeBc,3/18/2018 15:44,0,Jobs in Nigeria|justjobsng,0,neutral
Finca Microfinance Bank is the first one in the country to have their top 4 tiers of management trained on how to... https://t.co/Exo2Ac9N6h,3/18/2018 15:39,2,Maliha Husain,0.375,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 15:36,0,Real,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 15:28,0,Insurable Interest.,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 15:20,0,SoNoFtHeAlMiGhTy,0,neutral
@Di_magination Exactly. Or like subscription based models in any sector that introduce credit or insurance. E.g. a… https://t.co/ipxrVDgqMt,3/18/2018 15:18,0,The Seeker,0.25,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 15:01,0,Oluwafemi Emmanuel,0,neutral
Join the new microfinance loan from L-pesa to change your lifestyle! #L-PESA #LPK,3/18/2018 14:59,0,???? ????????,0.170454545,positive
"RT @_alice_evans: Also, one goal of my podcast is to highlight diverse perspectives, &amp; build bridges.

I'll soon be uploading 2 interviews…",3/18/2018 14:58,0,barbara risman,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 14:58,0,Oluwaseyi omo-Akin,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 14:58,0,Arcane,0,neutral
Caritas Microfinance Bank Job Vacancy : Enterprise Business Analyst Caritas Microfinance Bank is the fastest ... https://t.co/lZfcEFa1Je,3/18/2018 14:57,0,NetworkOfNews Kenya,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 14:44,0,??•????? ???g??•?? ™,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/18/2018 14:40,0,Small Pepper ?,0,neutral
